rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
94,UNC Wilmington,UNC Wilmington,5.73556567714804,0.930056214537559,6.6656218916856,40.4506357701794,20.7906970863392,73,151,66.6844527974633,277,237,0.515151515151515,0.393939393939394,0.121212121212121,17,13,25,8,#FFE6C6,#FFFAF4,#FFEDD7,#EE7982,#F2D2A8,UNC Wilmington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNC Wilmington performs at a similar level regardless of the pace of the game.
95,Notre Dame,Notre Dame,3.59370597324827,2.94851124218307,6.54221721543133,18.8838265371168,-24.6474921397673,97,109,65.7373014547175,315,290,0.454545454545455,0.393939393939394,0.0606060606060606,15,13,15,18,#FFEFDB,#FFEFDC,#FFEDD8,#FFC0B2,#C6D2BF,Notre Dame plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Notre Dame performs at a similar level regardless of the pace of the game.
96,Oklahoma State,Oklahoma State,0.766266240416511,5.74573440457756,6.51200064499407,33.4158912336666,-9.58386563789913,157,63,72.1011465811567,14,67,0.542857142857143,0.571428571428571,-0.0285714285714286,19,20,17,18,#FFFBF7,#FFE1BB,#FFEDD8,#F79090,#DFDEBD,Oklahoma State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oklahoma State performs at a similar level regardless of the pace of the game.
97,Loyola Chicago,Loyola Chicago,1.85954223615445,4.28608367699027,6.14562591314472,14.598051598112,-26.0971922799143,124,86,67.5128583887092,219,62,0.416666666666667,0.416666666666667,0,15,15,24,12,#FFF6EC,#FFE8CC,#FFEEDA,#FFCEBC,#C3D0BF,Loyola Chicago performs at a similar level against both good and bad teams.,Loyola Chicago plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
98,Troy,Troy,-0.328163302310355,6.42470751870767,6.09654421639732,-21.5371206704894,-19.2898382222989,181,53,67.5901552707419,215,304,0.53125,0.46875,0.0625,17,15,21,11,#FCFDFE,#FFDDB3,#FFEFDA,#8FC0D0,#CFD6BE,Troy plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Troy performs at a similar level regardless of the pace of the game.
99,Providence,Providence,4.35201757351584,1.72983624093395,6.08185381444979,26.7991282978984,-34.2412628750533,86,123,66.9888315705715,251,118,0.3125,0.6875,-0.375,10,22,12,20,#FFECD4,#FFF6EA,#FFEFDA,#FFA69E,#B6CAC0,Providence plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Providence plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
100,Georgia Tech,Georgia Tech,1.63936525353278,4.41483588491471,6.05420113844749,54.3542811058122,-7.7135255503836,128,80,69.3000278424913,113,53,0.352941176470588,0.647058823529412,-0.294117647058824,12,22,17,17,#FFF7EE,#FFE8CB,#FFEFDB,#DD4C65,#E2E0BD,Georgia Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgia Tech performs at a similar level regardless of the pace of the game.
101,Oregon State,Oregon State,7.35776241458687,-1.41971858687167,5.9380438277152,-14.2403748991912,25.2650260548625,59,204,64.5694612686567,352,2,0.46875,0.3125,0.15625,15,10,19,13,#FFDFB7,#EFF5FA,#FFEFDB,#B3D5D6,#F3CDA4,Oregon State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oregon State performs at a similar level regardless of the pace of the game.
102,UNLV,UNLV,0.526824320440099,5.23459956657249,5.76142388701259,-17.4052754590993,1.30380570886791,163,70,66.7859650178345,270,180,0.212121212121212,0.424242424242424,-0.212121212121212,7,14,18,15,#FFFCF9,#FFE3C1,#FFEFDC,#A2CCD4,#EFE5BA,UNLV plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UNLV performs at a similar level regardless of the pace of the game.
103,Utah Valley,Utah Valley,0.569532636341951,5.14064300144723,5.71017563778918,-3.39349146315665,40.0634557868426,161,72,68.9824539662736,128,5,0.5625,0.25,0.3125,18,8,23,9,#FFFCF9,#FFE4C2,#FFF0DD,#EDF5DD,#F6BE97,Utah Valley performs at a similar level against both good and bad teams.,Utah Valley plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
104,Cornell,Cornell,8.421480460621,-3.05554780309267,5.36593265752833,7.71386622274524,-78.4996666501649,51,243,71.4009315149254,27,181,0.740740740740741,0.555555555555556,0.185185185185185,20,15,16,11,#FFDAAC,#DCE9F5,#FFF0DF,#FFE5CD,#70A6C7,Cornell performs at a similar level against both good and bad teams.,Cornell plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
105,NC State,NC State,1.95390514453318,3.33982410814172,5.29372925267491,26.0340070630264,24.8236588058397,120,100,66.4383190718717,287,25,0.451612903225806,0.387096774193548,0.0645161290322581,14,12,12,19,#FFF6EB,#FFEDD7,#FFF1DF,#FFA8A0,#F3CEA5,NC State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,NC State performs at a similar level regardless of the pace of the game.
106,Syracuse,Syracuse,4.25303120133638,1.03628637466342,5.2893175759998,-14.7188481751927,-23.0960844071414,88,148,69.0716686048013,122,176,0.181818181818182,0.545454545454545,-0.363636363636364,6,18,14,19,#FFECD5,#FFF9F2,#FFF1DF,#B0D4D5,#C8D3BF,Syracuse plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Syracuse performs at a similar level regardless of the pace of the game.
107,Saint Louis,Saint Louis,3.25983577585507,1.63460719194838,4.89444296780345,17.2508142364691,-26.2224965612977,104,127,68.4864411843652,157,31,0.5,0.53125,-0.03125,16,17,17,15,#FFF0DF,#FFF6EB,#FFF2E1,#FFC5B6,#C3D0BF,Saint Louis plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Saint Louis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
108,Virginia,Virginia,3.51620568748144,1.37586838110239,4.89207406858382,-14.2082775219554,-6.18389918749595,99,134,62.2466678291578,361,258,0.5,0.28125,0.21875,16,9,15,17,#FFEFDC,#FFF7EE,#FFF2E1,#B3D5D6,#E4E1BC,Virginia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Virginia performs at a similar level regardless of the pace of the game.
109,California,California,3.47566058510028,1.34420446922081,4.81986505432109,15.8800017473386,-12.6862146345091,101,136,68.5898899042689,151,254,0.545454545454545,0.303030303030303,0.242424242424242,18,10,14,19,#FFEFDD,#FFF8EF,#FFF2E2,#FFCAB9,#DADCBD,California performs at a similar level against both good and bad teams.,California performs at a similar level regardless of the pace of the game.
110,Kent State,Kent State,1.06239119015944,3.60721764996498,4.66960884012442,-0.558417024169628,-27.0743075363608,149,94,66.9057557958446,258,359,0.823529411764706,0.352941176470588,0.470588235294118,28,12,22,12,#FFFAF4,#FFECD4,#FFF2E3,#FCFDDF,#C2D0BF,Kent State performs at a similar level against both good and bad teams.,Kent State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
111,Lipscomb,Lipscomb,3.5959801001066,1.07100209767642,4.66698219778301,-55.7938842727287,13.2503424482726,96,147,67.2307922186309,242,300,0.575757575757576,0.242424242424242,0.333333333333333,19,8,23,10,#FFEFDB,#FFF9F2,#FFF2E3,#1652A4,#F1D9AF,Lipscomb plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Lipscomb performs at a similar level regardless of the pace of the game.
112,Northern Iowa,Northern Iowa,1.59854964733659,3.0387640009222,4.63731364825879,-29.2229125552766,54.2461831849111,129,105,66.2982999018304,293,18,0.625,0.375,0.25,20,12,19,13,#FFF8EF,#FFEFDB,#FFF2E3,#78A6C7,#F8B08A,Northern Iowa plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Iowa plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
113,Florida Atlantic,Florida Atlantic,4.69657166483782,-0.0838314315045493,4.61274023333327,-56.1336129972831,83.1209905482237,82,174,70.1000576221342,67,224,0.424242424242424,0.545454545454545,-0.121212121212121,14,18,17,16,#FFEAD1,#FEFEFE,#FFF2E3,#1551A3,#FD936F,Florida Atlantic plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Florida Atlantic plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
114,Akron,Akron,5.24795499684117,-0.666240471759087,4.58171452508208,-21.4933467384945,-6.45647399564373,78,185,71.7655588672708,17,158,0.575757575757576,0.424242424242424,0.151515151515152,19,14,26,7,#FFE8CB,#F7FAFC,#FFF2E3,#8FC0D0,#E4E1BC,Akron plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Akron performs at a similar level regardless of the pace of the game.
115,Washington,Washington,2.42589401873701,1.67943672930157,4.10533074803858,-21.5678649367488,-16.5123151856685,115,126,68.6433928380726,149,85,0.266666666666667,0.366666666666667,-0.1,8,11,12,18,#FFF4E7,#FFF6EB,#FFF4E6,#8FC0D0,#D3D9BE,Washington plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Washington performs at a similar level regardless of the pace of the game.
116,DePaul,DePaul,2.52089284601106,1.23855864254009,3.75945148855115,-64.5188520408708,10.3337261277991,114,140,67.9678274249674,201,121,0.617647058823529,0.794117647058823,-0.176470588235294,21,27,14,20,#FFF4E6,#FFF8F0,#FFF5E8,#00429D,#F0DCB2,DePaul plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,DePaul performs at a similar level regardless of the pace of the game.
117,South Alabama,South Alabama,0.60628079089064,2.89861466231269,3.50489545320333,90.7387660478145,-12.5834927155435,160,110,64.5982302851812,351,291,0.533333333333333,0.433333333333333,0.1,16,13,19,11,#FFFCF9,#FFF0DD,#FFF5EA,#93003A,#DADCBD,South Alabama plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,South Alabama performs at a similar level regardless of the pace of the game.
118,Saint Bonaventure,Saint Bonaventure,-1.43824366246375,4.69222380592619,3.25398014346244,-0.578083236791927,-26.8316061591131,199,76,65.5366988654717,324,285,0.363636363636364,0.181818181818182,0.181818181818182,12,6,21,12,#F2F7FB,#FFE6C8,#FFF6EB,#FBFDDF,#C2D0BF,Saint Bonaventure performs at a similar level against both good and bad teams.,Saint Bonaventure plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
119,Wofford,Wofford,5.72066398431522,-2.48986368723463,3.23080029708059,-23.0200806466043,47.6279460270426,74,232,65.0993540191898,340,352,0.575757575757576,0.727272727272727,-0.151515151515151,19,24,17,16,#FFE6C7,#E3EDF6,#FFF6EB,#8BBBCE,#F7B790,Wofford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wofford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
120,Louisiana Tech,Louisiana Tech,1.16100768449623,1.78287165622502,2.94387934072125,-1.40377933268669,87.112986936045,146,122,65.5403693277585,323,275,0.344827586206897,0.344827586206897,0,10,10,17,12,#FFF9F3,#FFF5EA,#FFF7ED,#F7FADF,#FE926E,Louisiana Tech performs at a similar level against both good and bad teams.,Louisiana Tech plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
121,Wichita State,Wichita State,0.0280857218041748,2.88432128991913,2.91240701172331,71.1897211879289,23.8335301816295,171,111,69.7915115089839,85,280,0.515151515151515,0.363636363636364,0.151515151515151,17,12,18,15,#FFFEFE,#FFF0DD,#FFF7ED,#AF1D4A,#F3CFA6,Wichita State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Wichita State performs at a similar level regardless of the pace of the game.
122,South Dakota State,South Dakota State,3.17797940884412,-0.467481430896209,2.71049797794791,64.3170789958913,42.6700922554981,105,180,69.8393720676812,82,23,0.448275862068966,0.413793103448276,0.0344827586206897,13,12,17,12,#FFF1DF,#F9FBFD,#FFF7EE,#C23055,#F6BC94,South Dakota State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,South Dakota State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
123,Samford,Samford,4.60420820661193,-1.97888955303726,2.62531865357467,-28.3893595507211,-34.6679888158848,84,215,71.3689277798508,29,221,0.580645161290323,0.354838709677419,0.225806451612903,18,11,20,11,#FFEBD1,#E8F1F8,#FFF8EF,#7AA9C8,#B5C9C0,Samford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Samford plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
124,Robert Morris,Robert Morris,0.891096011700708,1.68481416650299,2.57591017820369,48.4146500586718,-28.5095468436877,155,125,69.0497721333974,123,247,0.470588235294118,0.352941176470588,0.117647058823529,16,12,25,9,#FFFBF6,#FFF6EB,#FFF8EF,#E45F71,#BFCEC0,Robert Morris plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Robert Morris plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
125,Bryant,Bryant,0.28522024274389,2.27548930201217,2.56070954475606,-49.1427541446438,-55.5116456845804,168,117,73.0560578844616,6,90,0.666666666666667,0.303030303030303,0.363636363636364,22,10,21,12,#FFFDFC,#FFF3E4,#FFF8EF,#3267AD,#93B8C3,Bryant plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Bryant plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
126,George Washington,George Washington,0.317675328549357,2.23577707285293,2.55345240140229,-22.7089267652515,-42.7575662787551,165,118,68.1074658531098,187,130,0.575757575757576,0.242424242424242,0.333333333333333,19,8,20,13,#FFFDFB,#FFF3E4,#FFF8EF,#8CBCCF,#A8C2C2,George Washington plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,George Washington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
127,Northern Colorado,Northern Colorado,4.03224548552709,-1.52767072747617,2.50457475805092,5.8027854343296,-28.1583421030269,91,206,69.5388247099755,99,296,0.53125,0.25,0.28125,17,8,22,10,#FFEDD7,#EDF4FA,#FFF8F0,#FFEBD1,#C0CFC0,Northern Colorado performs at a similar level against both good and bad teams.,Northern Colorado plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
128,Duquesne,Duquesne,-0.582900182307541,3.01543213186894,2.4325319495614,76.1636227176191,-20.2693080837196,187,108,66.2718430723821,295,133,0.354838709677419,0.258064516129032,0.0967741935483871,11,8,12,19,#F9FBFD,#FFEFDB,#FFF8F0,#A10F42,#CDD5BE,Duquesne plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Duquesne performs at a similar level regardless of the pace of the game.
129,Towson,Towson,1.04624697453265,1.34212929840037,2.38837627293302,33.8531640899565,-11.1246171592964,152,137,64.7722131383262,347,284,0.3125,0.53125,-0.21875,10,17,21,11,#FFFAF4,#FFF8EF,#FFF8F0,#F68F90,#DCDDBD,Towson plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Towson performs at a similar level regardless of the pace of the game.
130,Furman,Furman,3.61826754161377,-1.23465962275546,2.38360791885831,-22.1749972706937,60.1846165958835,95,200,66.8975241363453,260,225,0.59375,0.53125,0.0625,19,17,22,10,#FFEFDB,#F1F6FB,#FFF8F0,#8DBECF,#F9AA84,Furman plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Furman plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
131,Princeton,Princeton,1.88265931848833,0.441171073219428,2.32383039170776,-2.69200797488582,-13.3358679314679,122,161,67.7497780016381,209,142,0.535714285714286,0.5,0.0357142857142857,15,14,17,11,#FFF6EC,#FFFCF9,#FFF8F1,#F0F7DE,#D9DBBD,Princeton performs at a similar level against both good and bad teams.,Princeton performs at a similar level regardless of the pace of the game.
132,Washington State,Washington State,4.31993865004286,-2.06704145861313,2.25289719142973,2.05473913838139,37.3082352062658,87,219,71.1495968230277,39,153,0.470588235294118,0.529411764705882,-0.0588235294117647,16,18,19,15,#FFECD4,#E7F0F8,#FFF9F1,#FFF8DB,#F5C199,Washington State performs at a similar level against both good and bad teams.,Washington State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
133,Milwaukee,Milwaukee,1.64161936746694,0.43259057903251,2.07420994649945,14.8940708486589,-2.22506350116165,127,162,69.2420723463593,115,146,0.566666666666667,0.4,0.166666666666667,17,12,19,11,#FFF7EE,#FFFCF9,#FFF9F2,#FFCDBB,#EBE5BC,Milwaukee performs at a similar level against both good and bad teams.,Milwaukee performs at a similar level regardless of the pace of the game.
134,Middle Tennessee,Middle Tennessee,-0.0246543063550773,1.96496893125033,1.94031462489526,1.64383054703665,46.2385955696793,172,120,69.3385478977912,110,302,0.34375,0.375,-0.03125,11,12,20,12,#FEFEFE,#FFF4E8,#FFF9F3,#FFF9DC,#F7B891,Middle Tennessee performs at a similar level against both good and bad teams.,Middle Tennessee plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
135,College of Charleston,College of Charleston,0.668037815533466,1.17460501898934,1.84264283452281,36.4754702615142,38.8071345835653,159,145,70.6855533642657,52,77,0.46875,0.28125,0.1875,15,9,23,9,#FFFCF8,#FFF8F1,#FFFAF4,#F3868A,#F5C098,College of Charleston plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,College of Charleston plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
136,St. Thomas (MN),St. Thomas (MN),5.40862000701002,-3.61581211522227,1.79280789178775,7.52921830467767,-3.32221794709293,76,253,68.8745404547974,133,81,0.806451612903226,0.258064516129032,0.548387096774194,25,8,21,10,#FFE7CA,#D6E5F3,#FFFAF4,#FFE6CD,#E9E4BC,St. Thomas (MN) performs at a similar level against both good and bad teams.,St. Thomas (MN) performs at a similar level regardless of the pace of the game.
137,Virginia Tech,Virginia Tech,0.855866955226981,0.893145751810539,1.74901270703752,-20.5646103080832,32.7802188717882,156,152,66.1339660241538,299,324,0.34375,0.5625,-0.21875,11,18,13,19,#FFFBF6,#FFFAF4,#FFFAF4,#92C3D1,#F4C69D,Virginia Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Virginia Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
138,Cal State Northridge,Cal State Northridge,0.313907192120234,1.37268023671453,1.68658742883476,-18.9924041046898,-40.7645190112268,166,135,72.8660412599947,8,173,0.774193548387097,0.32258064516129,0.451612903225806,24,10,20,11,#FFFDFB,#FFF7EE,#FFFAF4,#9AC7D2,#ABC4C1,Cal State Northridge plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cal State Northridge plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
139,Seattle,Seattle,-3.77600212842983,5.4344348317608,1.65843270333097,24.4560096499437,-34.9732980967757,244,67,67.2942558261314,240,56,0.566666666666667,0.4,0.166666666666667,17,12,12,18,#DEEAF5,#FFE2BF,#FFFAF5,#FFAEA4,#B5C9C0,Seattle plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Seattle plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
140,East Tennessee State,East Tennessee State,-0.397355092064703,1.88922596783688,1.49187087577217,28.7756746441505,-12.7787347374134,184,121,66.2482258568697,296,71,0.366666666666667,0.433333333333333,-0.0666666666666667,11,13,17,13,#FBFCFE,#FFF5E8,#FFFBF6,#FD9F9A,#D9DCBD,East Tennessee State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,East Tennessee State performs at a similar level regardless of the pace of the game.
141,Illinois State,Illinois State,3.77681288918978,-2.40366188853751,1.37315100065227,66.2307628100821,-39.0092495475021,92,229,66.8754354499655,263,109,0.371428571428571,0.371428571428571,0,13,13,21,14,#FFEEDA,#E4EEF7,#FFFBF6,#BC2A52,#AEC6C1,Illinois State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
142,Jacksonville State,Jacksonville State,0.332973913999733,0.9821288453127,1.31510275931243,71.9911986712874,10.3677890810986,164,149,65.8553338665712,310,317,0.515151515151515,0.333333333333333,0.181818181818182,17,11,20,13,#FFFDFB,#FFF9F3,#FFFBF7,#AD1A49,#F0DCB2,Jacksonville State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jacksonville State performs at a similar level regardless of the pace of the game.
143,North Alabama,North Alabama,2.16523104101676,-0.941502200352539,1.22372884066422,-47.8838782962421,-24.2472587430051,117,191,67.9160291234624,204,30,0.606060606060606,0.212121212121212,0.393939393939394,20,7,22,11,#FFF5E9,#F4F8FB,#FFFBF7,#376AAF,#C7D2BF,North Alabama plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,North Alabama performs at a similar level regardless of the pace of the game.
144,Belmont,Belmont,2.91577043170938,-1.80595390193328,1.1098165297761,32.9417171755478,9.5354183829431,110,211,71.3491138839286,32,331,0.34375,0.40625,-0.0625,11,13,21,11,#FFF2E2,#EAF2F9,#FFFCF8,#F79291,#F0DDB3,Belmont plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Belmont performs at a similar level regardless of the pace of the game.
145,Murray State,Murray State,-0.237917900624296,1.25652284570128,1.01860494507698,18.6507022664544,-41.8467390983738,179,138,66.0257418320629,305,309,0.6875,0.375,0.3125,22,12,15,17,#FCFDFE,#FFF8F0,#FFFCF8,#FFC1B2,#A9C3C1,Murray State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Murray State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
146,Tulane,Tulane,1.26022823076884,-0.366341468611807,0.893886762157036,12.6065579041416,-6.5368608255309,141,177,67.5323159386075,217,43,0.6875,0.4375,0.25,22,14,17,15,#FFF9F2,#FAFCFD,#FFFCF9,#FFD5C1,#E4E1BC,Tulane performs at a similar level against both good and bad teams.,Tulane performs at a similar level regardless of the pace of the game.
147,Davidson,Davidson,1.53639830611774,-0.65662276400673,0.879775542111007,-58.5713828795639,4.88571936625102,132,184,66.7662079052672,273,248,0.53125,0.5,0.03125,17,16,16,16,#FFF8EF,#F7FAFC,#FFFCF9,#0A49A0,#EFE2B7,Davidson plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Davidson performs at a similar level regardless of the pace of the game.
148,UNC Greensboro,UNC Greensboro,-0.425093180664979,1.11469691185161,0.689603731186634,24.8404793542595,8.70427356629819,185,146,65.6617635614339,319,299,0.551724137931034,0.482758620689655,0.0689655172413793,16,14,17,12,#FBFCFD,#FFF9F1,#FFFDFA,#FFACA3,#F0DEB3,UNC Greensboro plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNC Greensboro performs at a similar level regardless of the pace of the game.
149,Marshall,Marshall,-0.119415107254948,0.80637932552236,0.686964218267412,43.7248989782749,-54.6692842080732,174,154,69.541153986394,98,70,0.516129032258065,0.225806451612903,0.290322580645161,16,7,18,13,#FDFEFE,#FFFAF5,#FFFDFA,#EA6E7B,#94B8C3,Marshall plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Marshall plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
150,Miami (Fla.),Miami (Fla.),6.64066621391683,-5.95371764111284,0.68694857280399,-32.0819160829082,-7.57464411906689,68,305,67.9925677723398,195,249,0.290322580645161,0.548387096774194,-0.258064516129032,9,17,7,24,#FFE2BE,#BCD5EB,#FFFDFA,#6F9DC3,#E2E0BD,Miami (Fla.) plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Miami (Fla.) performs at a similar level regardless of the pace of the game.
151,Miami (OH),Miami (OH),0.680986100790445,0.000409552626599146,0.681395653417044,2.42692329200263,-19.233870395801,158,172,69.779852108778,87,44,0.65625,0.28125,0.375,21,9,23,9,#FFFCF8,#FFFEFE,#FFFDFA,#FFF6DA,#CFD6BE,Miami (OH) performs at a similar level against both good and bad teams.,Miami (OH) performs at a similar level regardless of the pace of the game.
152,North Dakota State,North Dakota State,6.23443489270389,-5.85756799375,0.376866898953891,38.3417960898256,-1.14602871163565,70,303,65.7416255539112,314,313,0.482758620689655,0.551724137931034,-0.0689655172413793,14,16,18,11,#FFE4C2,#BDD6EC,#FFFEFC,#F18086,#EDE6BC,North Dakota State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Dakota State performs at a similar level regardless of the pace of the game.
153,New Mexico State,New Mexico State,-2.31493224901121,2.61559221844071,0.3006599694295,39.3544782120955,-75.2085866554801,221,114,65.4708849944696,328,320,0.586206896551724,0.275862068965517,0.310344827586207,17,8,14,15,#EBF2F9,#FFF1E0,#FFFEFD,#EF7D84,#72A7C6,New Mexico State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,New Mexico State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
154,UC Santa Barbara,UC Santa Barbara,1.4810217833903,-1.20366021557098,0.277361567819322,-34.2030926489795,45.6499896108635,136,199,66.6660018326866,279,105,0.78125,0.53125,0.25,25,17,19,13,#FFF8F0,#F1F6FB,#FFFEFD,#6996C1,#F7B991,UC Santa Barbara plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UC Santa Barbara plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
155,Cleveland State,Cleveland State,-1.81888536789671,2.07289032726635,0.254004959369641,-4.34737566695876,32.7099775498727,211,119,66.9531755580084,254,206,0.393939393939394,0.272727272727273,0.121212121212121,13,9,20,13,#EFF5FA,#FFF4E6,#FFFEFD,#E7F2DD,#F4C69D,Cleveland State performs at a similar level against both good and bad teams.,Cleveland State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
