rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
95,Xavier,Xavier,4.80113296976859,1.97445333043161,6.7755863002002,-4.47927384433867,41.7271852224076,85,125,71.4753149,35,95,125,93,0.615384615384615,0.5,0.115384615384615,16,13,13,13,#FFE7C9,#FFF4E6,#FFEDD6,#EBF4DD,#F7B68F,Xavier performs at a similar level against both good and bad teams.,Xavier plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
96,Illinois State,Illinois State 💥,1.88990207727502,4.85823199973004,6.74813407700506,-13.3031585608495,7.47437306019936,134,70,68.545411145,200,96,3,99,0.576923076923077,0.423076923076923,0.153846153846154,15,11,16,10,#FFF5EA,#FFE4C2,#FFEDD6,#C5DFD8,#F0DEB4,Illinois State performs at a similar level against both good and bad teams.,Illinois State performs at a similar level regardless of the pace of the game.
97,UNC Wilmington,UNC Wilmington 👠,4.16922308896109,2.43012037963979,6.59934346860088,26.6722627952761,-22.3738389810397,93,112,66.0768388,327,97,287,111,0.5,0.458333333333333,0.0416666666666667,12,11,20,4,#FFEAD0,#FFF1E0,#FFEDD7,#FA9A97,#CBD4BF,UNC Wilmington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNC Wilmington performs at a similar level regardless of the pace of the game.
98,Hofstra,Hofstra 👠,3.40279112054131,3.1404300919025,6.54322121244381,68.7342259048537,-32.868589940324,106,96,66.6212352,305,98,248,130,0.32,0.32,0,8,8,15,10,#FFEED9,#FFEDD7,#FFEDD8,#9B093F,#BACCC0,Hofstra plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Hofstra plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
99,George Mason,George Mason 🥶,2.98511469280117,3.36512252835284,6.350237221154,17.1093310518449,15.9254062831781,117,94,65.5833362,342,99,24,108,0.56,0.44,0.12,14,11,20,5,#FFF0DD,#FFECD5,#FFEED9,#FFBEB0,#F2D4AB,George Mason plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Mason performs at a similar level regardless of the pace of the game.
100,Butler,Butler 🥶🤕,4.68305567484534,1.61285462274911,6.29591029759445,-58.2288401293561,60.4976020176775,87,133,69.61926405,136,103,145,95,0.5,0.384615384615385,0.115384615384615,13,10,13,13,#FFE8CB,#FFF6EA,#FFEED9,#396CAF,#FBA17B,Butler plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Butler plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
101,Pittsburgh,Pittsburgh,4.00114166159475,1.71502336467188,5.71616502626663,-99.009900990099,24.5448545755803,96,130,65.6163724,339,107,285,83,0.538461538461538,0.653846153846154,-0.115384615384615,14,17,9,17,#FFEBD2,#FFF5E9,#FFF0DD,#00429D,#F3CAA2,Pittsburgh plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Pittsburgh performs at a similar level regardless of the pace of the game.
102,South Carolina,South Carolina,2.97080908114081,2.39451380429959,5.36532288544041,-70.2842905503018,5.28990076219391,118,114,67.49646885,256,100,291,96,0.423076923076923,0.423076923076923,0,11,11,11,15,#FFF0DE,#FFF1E1,#FFF0DF,#104EA2,#F0E0B6,South Carolina plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,South Carolina performs at a similar level regardless of the pace of the game.
103,DePaul,DePaul,0.688008800789969,4.58652983134444,5.27453863213441,-6.69989928716671,-19.617359294046,156,73,67.4541329,262,104,142,90,0.4,0.32,0.08,10,8,13,12,#FFFBF7,#FFE5C5,#FFF1DF,#E2EFDC,#CFD6BE,DePaul performs at a similar level against both good and bad teams.,DePaul performs at a similar level regardless of the pace of the game.
104,Duquesne,Duquesne,3.31403857538402,1.87820437415842,5.19224294954244,-2.88239414903122,-51.6624934194411,109,128,70.6788474,73,101,297,98,0.478260869565217,0.434782608695652,0.0434782608695652,11,10,13,10,#FFEEDA,#FFF4E7,#FFF1E0,#F2F8DE,#9CBCC3,Duquesne performs at a similar level against both good and bad teams.,Duquesne plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
105,Illinois-Chicago,Illinois-Chicago 🔥,0.0192387572846921,4.86561471704957,4.88485347433426,64.9649118423742,-13.0505105882816,164,69,68.2325178,215,102,194,128,0.64,0.36,0.28,16,9,13,12,#FFFEFE,#FFE4C2,#FFF2E2,#A71545,#DADCBD,Illinois-Chicago plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois-Chicago performs at a similar level regardless of the pace of the game.
106,Rhode Island,Rhode Island,0.264216995801623,4.42205421752468,4.68627121332631,52.1345001156477,23.8567510961016,162,77,67.96016545,237,105,281,118,0.384615384615385,0.384615384615385,0,10,10,15,11,#FFFDFC,#FFE6C8,#FFF2E3,#CF3D5D,#F3CBA2,Rhode Island plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Rhode Island performs at a similar level regardless of the pace of the game.
107,Oregon,Oregon 🥶🤕,1.52559959937656,3.13661364564538,4.66221324502194,-37.4277166239378,84.5734561008471,142,97,67.2418227,273,106,173,52,0.230769230769231,0.384615384615385,-0.153846153846154,6,10,9,17,#FFF7EE,#FFEDD8,#FFF2E3,#74A2C5,#FE926E,Oregon plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oregon plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
108,Bradley,Bradley,2.26229930131617,2.30034804605707,4.56264734737324,3.09938730291828,19.563575374728,122,116,68.82987762,179,108,60,120,0.615384615384615,0.346153846153846,0.269230769230769,16,9,17,9,#FFF3E5,#FFF2E2,#FFF3E3,#FFF3D7,#F2D0A7,Bradley performs at a similar level against both good and bad teams.,Bradley performs at a similar level regardless of the pace of the game.
109,UC Irvine,UC Irvine 👠,-4.15638602605797,8.60568418626569,4.44929816020772,3.41433914126228,-4.73814730693295,257,30,70.2842231,90,109,253,135,0.541666666666667,0.208333333333333,0.333333333333333,13,5,15,9,#D5E5F3,#FFCF94,#FFF3E4,#FFF2D6,#E7E3BC,UC Irvine performs at a similar level against both good and bad teams.,UC Irvine performs at a similar level regardless of the pace of the game.
110,Colorado State,Colorado State 📉🤕,4.97864825221848,-0.608087745491595,4.37056050672689,-33.4679953541122,20.565933768571,82,179,64.98187125,358,130,26,106,0.416666666666667,0.333333333333333,0.0833333333333334,10,8,14,10,#FFE6C7,#F8FAFD,#FFF3E5,#7EADC9,#F3CFA6,Colorado State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Colorado State performs at a similar level regardless of the pace of the game.
111,Davidson,Davidson,3.00095204746629,1.3227845805981,4.32373662806439,-53.9922752457504,-47.5863494463778,116,139,65.41523535,349,110,340,140,0.565217391304348,0.608695652173913,-0.0434782608695653,13,14,13,10,#FFF0DD,#FFF7EE,#FFF3E5,#4877B4,#A2C0C2,Davidson plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Davidson plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
112,Florida Atlantic,Florida Atlantic 🥶🔒,2.09891626680923,2.21098504764932,4.30990131445855,2.64582769207814,30.8341597566616,128,119,71.23970385,46,111,14,121,0.541666666666667,0.416666666666667,0.125,13,10,12,12,#FFF4E7,#FFF2E3,#FFF3E5,#FFF5D8,#F5C39B,Florida Atlantic performs at a similar level against both good and bad teams.,Florida Atlantic plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
113,San Francisco,San Francisco 🥶🤕,4.13779607616773,0.143914678506036,4.28171075467377,23.6703059348738,36.0581216523404,95,169,67.4699927,259,118,355,94,0.333333333333333,0.333333333333333,0,9,9,14,13,#FFEAD1,#FFFEFD,#FFF3E5,#FFA59E,#F6BD95,San Francisco plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,San Francisco plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
114,Maryland,Maryland 🤕,2.93933361055254,1.30229788390256,4.2416314944551,-59.5642362269896,-1.84177192912944,120,140,68.614886705,193,121,192,97,0.36,0.8,-0.44,9,20,10,15,#FFF0DE,#FFF7EE,#FFF3E5,#3569AE,#ECE5BC,Maryland plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Maryland performs at a similar level regardless of the pace of the game.
115,Troy,Troy 💥👠,2.58198705718689,1.59172695820885,4.17371401539574,75.0480553108538,13.5409550503015,121,134,67.7179274,247,112,222,129,0.52,0.4,0.12,13,10,15,10,#FFF2E2,#FFF6EB,#FFF4E6,#93003A,#F1D7AD,Troy plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Troy performs at a similar level regardless of the pace of the game.
116,Murray State,Murray State 🥶,5.90290008131891,-1.80304151195874,4.09985856936017,-32.2990551281356,30.148638535858,72,213,72.3237158,21,113,233,109,0.714285714285714,0.5,0.214285714285714,20,14,19,9,#FFE2BD,#EAF2F9,#FFF4E6,#81B0CA,#F5C49C,Murray State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Murray State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
117,UAB,UAB 🤕,0.314912215671546,3.57508206508102,3.88999428075257,-5.92649249932424,-15.6899666474199,159,89,70.7083898,71,136,343,119,0.52,0.32,0.2,13,8,15,10,#FFFDFB,#FFEBD2,#FFF4E7,#E5F1DC,#D5DABE,UAB performs at a similar level against both good and bad teams.,UAB performs at a similar level regardless of the pace of the game.
118,Winthrop,Winthrop,4.16815725256139,-0.311159976942677,3.85699727561871,60.2655237335418,11.8908000708766,94,173,71.23589305,47,114,237,150,0.583333333333333,0.5,0.0833333333333334,14,12,16,8,#FFEAD0,#FBFCFE,#FFF4E8,#B6244E,#F1D9AF,Winthrop plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Winthrop performs at a similar level regardless of the pace of the game.
119,Sam Houston State,Sam Houston State 🤕,3.27170018288098,0.536903071043697,3.80860325392467,7.77924346098284,-58.901081968502,111,160,71.26272485,45,119,208,136,0.318181818181818,0.363636363636364,-0.0454545454545455,7,8,14,8,#FFEEDA,#FFFCF8,#FFF5E8,#FFE1CA,#90B6C4,Sam Houston State performs at a similar level against both good and bad teams.,Sam Houston State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
120,Hawaii,Hawaii 🤕,-1.5865398370887,5.27577844510169,3.68923860801299,-51.585772160121,13.9772774159504,199,64,70.14680665,97,115,83,125,0.714285714285714,0.285714285714286,0.428571428571429,15,6,16,6,#EFF5FA,#FFE2BD,#FFF5E9,#507DB7,#F1D6AD,Hawaii plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Hawaii performs at a similar level regardless of the pace of the game.
121,St. Thomas (MN),St. Thomas (MN) 👠,5.18163386065507,-1.59068157490479,3.59095228575028,-33.9268980964934,2.88316146167995,80,205,70.0655848,102,116,314,123,0.84,0.28,0.56,21,7,18,7,#FFE5C5,#EDF4F9,#FFF5E9,#7DACC9,#EFE3B8,St. Thomas (MN) plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,St. Thomas (MN) performs at a similar level regardless of the pace of the game.
122,Utah,Utah 🔒,3.64505052878075,-0.352377007053081,3.29267352172766,47.9133719354577,-33.6221631672571,101,176,69.165589,157,117,203,100,0.28,0.4,-0.12,7,10,9,16,#FFEDD6,#FBFCFD,#FFF6EB,#DC4B64,#B9CBC0,Utah plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Utah plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
123,UC Santa Barbara,UC Santa Barbara 🤕,5.8920327854164,-2.91138128216972,2.98065150324668,21.5438116321709,-26.1428988724569,73,240,66.1570483,324,134,21,104,0.458333333333333,0.375,0.0833333333333333,11,9,15,9,#FFE2BD,#DEEBF5,#FFF7ED,#FFADA4,#C5D1BF,UC Santa Barbara plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC Santa Barbara performs at a similar level regardless of the pace of the game.
124,East Tennessee State,East Tennessee State 👠,1.41492513772888,1.5392989208478,2.95422405857668,-30.4339884223862,22.5795924292462,145,135,67.4589978,261,120,98,132,0.84,0.44,0.4,21,11,17,8,#FFF8EF,#FFF6EB,#FFF7ED,#85B5CC,#F3CCA4,East Tennessee State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,East Tennessee State performs at a similar level regardless of the pace of the game.
125,Pacific,Pacific,0.781384098098976,1.96497141692089,2.74635551501986,-57.868408514396,1.80880481593548,152,126,66.5217394,309,122,174,116,0.5,0.269230769230769,0.230769230769231,13,7,15,11,#FFFBF6,#FFF4E6,#FFF7EE,#3B6DB0,#EFE4BA,Pacific plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Pacific performs at a similar level regardless of the pace of the game.
126,Penn State,Penn State 💥,4.95186951792113,-2.26424561048703,2.6876239074341,-19.5339090108071,0.410791506446872,84,222,68.755261832,184,125,46,115,0.692307692307692,0.615384615384615,0.0769230769230769,18,16,11,15,#FFE6C8,#E5EFF7,#FFF7EF,#AAD0D5,#EFE6BB,Penn State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Penn State performs at a similar level regardless of the pace of the game.
127,North Dakota State,North Dakota State,3.3965008924443,-0.71450329254356,2.68199759990074,21.3277405143133,7.55785709356054,107,182,67.48887375,258,123,328,152,0.541666666666667,0.375,0.166666666666667,13,9,18,6,#FFEED9,#F7FAFC,#FFF7EF,#FFAEA5,#F0DEB4,North Dakota State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Dakota State performs at a similar level regardless of the pace of the game.
128,Wyoming,Wyoming 📉,3.95264415635835,-1.27479154705921,2.67785260929913,-34.0736025878632,57.7284517954177,97,196,67.598945,252,126,8,124,0.36,0.56,-0.2,9,14,13,12,#FFEBD3,#F0F6FA,#FFF7EF,#7CABC8,#FAA47E,Wyoming plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wyoming plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
129,Southern Illinois,Southern Illinois,-3.15725619820885,5.82356961886533,2.66631342065648,7.90363729231139,-5.29963952722371,239,53,70.2352556,93,124,249,137,0.615384615384615,0.461538461538462,0.153846153846154,16,12,11,15,#DFEBF5,#FFDFB6,#FFF8EF,#FFE1CA,#E6E2BC,Southern Illinois performs at a similar level against both good and bad teams.,Southern Illinois performs at a similar level regardless of the pace of the game.
130,UC San Diego,UC San Diego 📉,-1.80150710337587,4.31367025954682,2.51216315617095,52.0374876572148,26.1530378395741,207,78,69.25832047,155,127,346,165,0.48,0.32,0.16,12,8,16,9,#EDF3F9,#FFE7C9,#FFF8F0,#CF3E5D,#F4C8A0,UC San Diego plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UC San Diego plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
131,Seattle,Seattle 🤕,-5.96602392761529,8.43592921848667,2.46990529087138,61.3133555461377,-3.70870825498888,295,33,68.84473968,177,158,120,154,0.48,0.32,0.16,12,8,14,11,#C3DAED,#FFD096,#FFF8F0,#B2204C,#E9E3BC,Seattle plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Seattle performs at a similar level regardless of the pace of the game.
132,Arkansas State,Arkansas State,1.5926964017798,0.729658739940575,2.32235514172038,-21.6465864243685,42.8808209697492,140,151,72.65053725,17,128,137,147,0.72,0.48,0.24,18,12,14,11,#FFF7ED,#FFFAF5,#FFF8F1,#A1CBD3,#F7B58E,Arkansas State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
133,Kent State,Kent State 💥,1.5836054810756,0.706283233567686,2.28988871464329,0.661932383804344,-17.6959904396184,141,152,71.58652585,32,129,150,122,0.2,0.64,-0.44,5,16,18,7,#FFF7ED,#FFFBF6,#FFF8F1,#FFFCDE,#D2D8BE,Kent State performs at a similar level against both good and bad teams.,Kent State performs at a similar level regardless of the pace of the game.
134,UNLV,UNLV 💥,3.41801836652961,-1.31804034025372,2.09997802627589,3.40267138914443,-88.3305474803204,105,197,71.14296245,52,131,349,126,0.260869565217391,0.478260869565217,-0.217391304347826,6,11,12,12,#FFEED9,#F0F5FA,#FFF9F2,#FFF2D6,#70A6C7,UNLV performs at a similar level against both good and bad teams.,UNLV plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
135,Saint Joseph's,Saint Joseph's 📈,-2.20240971713347,4.111097781505,1.90868806437153,13.6017521236557,-12.3171197732879,221,79,69.08996111,162,132,201,112,0.391304347826087,0.478260869565217,-0.0869565217391304,9,11,13,10,#E9F1F8,#FFE8CB,#FFF9F3,#FFCBBA,#DBDCBD,Saint Joseph's performs at a similar level against both good and bad teams.,Saint Joseph's performs at a similar level regardless of the pace of the game.
136,North Texas,North Texas 🔒,-5.25831366348106,7.08713744570661,1.82882378222555,-0.991278602171753,-14.6075587905465,279,41,66.5185171,310,133,172,133,0.5,0.333333333333333,0.166666666666667,12,8,13,11,#CADEEF,#FFD8A6,#FFFAF4,#FAFCDF,#D7DBBE,North Texas performs at a similar level against both good and bad teams.,North Texas performs at a similar level regardless of the pace of the game.
137,Rutgers,Rutgers,0.726196112019348,1.10206968488828,1.82826579690763,-7.99626671232062,30.1828856807586,153,146,67.96336675,236,141,165,127,0.4,0.6,-0.2,10,15,10,15,#FFFBF6,#FFF8F1,#FFFAF4,#DCECDB,#F5C49C,Rutgers performs at a similar level against both good and bad teams.,Rutgers plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
138,Austin Peay,Austin Peay 🔥,0.800744989407495,0.985712563797023,1.78645755320452,-0.288185973914011,-35.2829975439076,151,147,69.8068574,121,135,88,139,0.652173913043478,0.347826086956522,0.304347826086957,15,8,17,6,#FFFBF6,#FFF9F2,#FFFAF4,#FDFEDF,#B6CAC0,Austin Peay performs at a similar level against both good and bad teams.,Austin Peay plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
139,Saint Bonaventure,Saint Bonaventure,3.285328619038,-1.52557562739683,1.75975299164118,-9.31985931287016,-17.4913259611679,110,202,68.0778121,231,137,344,113,0.458333333333333,0.25,0.208333333333333,11,6,13,11,#FFEEDA,#EEF4FA,#FFFAF4,#D6E9DA,#D2D8BE,Saint Bonaventure performs at a similar level against both good and bad teams.,Saint Bonaventure performs at a similar level regardless of the pace of the game.
140,Portland State,Portland State,-3.78013027783275,5.4334006544746,1.65327037664184,3.17458026759681,-1.55447477275574,251,60,69.072849575,165,138,128,143,0.238095238095238,0.285714285714286,-0.0476190476190476,5,6,14,7,#D9E7F4,#FFE1BB,#FFFAF5,#FFF3D7,#ECE5BC,Portland State performs at a similar level against both good and bad teams.,Portland State performs at a similar level regardless of the pace of the game.
141,Montana State,Montana State,0.985593558341607,0.608093462488172,1.59368702082978,75.6727680062312,13.7359179048686,150,157,67.1575093,280,139,166,179,0.521739130434783,0.304347826086957,0.217391304347826,12,7,12,11,#FFFAF4,#FFFBF7,#FFFAF5,#93003A,#F1D7AD,Montana State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Montana State performs at a similar level regardless of the pace of the game.
142,Boston College,Boston College,-3.81884467642509,5.36973460686555,1.55088993044047,52.2931970996527,3.84737659707121,254,61,67.41200955,263,161,196,114,0.32,0.4,-0.08,8,10,9,17,#D8E7F3,#FFE1BC,#FFFAF5,#CE3D5C,#EFE2B7,Boston College plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Boston College performs at a similar level regardless of the pace of the game.
143,Richmond,Richmond,2.22372463634539,-0.779522829123475,1.44420180722192,-41.8010860473994,49.3906473600044,124,184,68.52985865,201,140,250,117,0.72,0.24,0.48,18,6,13,12,#FFF4E6,#F6F9FC,#FFFBF6,#6A97C1,#F9AE87,Richmond plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Richmond plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
144,Washington State,Washington State,3.89284479927854,-2.52479178447939,1.36805301479915,-19.0907919130316,21.4083581278495,98,231,69.120599435,160,144,40,169,0.384615384615385,0.423076923076923,-0.0384615384615384,10,11,10,16,#FFEBD3,#E2EDF6,#FFFBF6,#ACD1D5,#F3CEA5,Washington State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Washington State performs at a similar level regardless of the pace of the game.
145,California Baptist,California Baptist,-1.96787747148548,3.33340309352236,1.36552562203688,6.81233239754016,18.5739903670088,217,95,67.2785087,269,142,276,216,0.48,0.28,0.2,12,7,19,7,#EBF2F9,#FFECD5,#FFFBF6,#FFE5CD,#F2D1A8,California Baptist performs at a similar level against both good and bad teams.,California Baptist performs at a similar level regardless of the pace of the game.
146,William & Mary,William & Mary,2.24009592376011,-0.893604643981726,1.34649127977838,18.6198195360325,-46.9380999512868,123,185,73.6115789,7,143,169,155,0.5,0.416666666666667,0.0833333333333333,12,10,14,10,#FFF4E6,#F5F8FC,#FFFBF7,#FFB8AC,#A3C0C2,William & Mary plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,William & Mary plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
147,Wright State,Wright State,3.12326064164868,-1.88472670141016,1.23853394023851,18.2734708234256,17.569655220122,113,216,68.18348495,218,145,304,148,0.68,0.2,0.48,17,5,15,10,#FFEFDC,#EAF2F8,#FFFBF7,#FFBAAD,#F2D2A9,Wright State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wright State performs at a similar level regardless of the pace of the game.
148,Mercer,Mercer,1.78754253673007,-0.613413041750161,1.17412949497991,-2.99552911293941,-51.4268750155405,137,180,70.8373793,65,146,33,188,0.708333333333333,0.25,0.458333333333333,17,6,14,10,#FFF6EB,#F8FAFD,#FFFBF8,#F2F7DE,#9CBCC3,Mercer performs at a similar level against both good and bad teams.,Mercer plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
149,Cornell,Cornell 🔥,9.00473688502034,-7.87766051950107,1.12707636551926,-31.4245452364075,-98.7710958263115,52,330,72.75076335,14,147,352,162,0.619047619047619,0.523809523809524,0.0952380952380952,13,11,10,11,#FFD29B,#A7C8E5,#FFFCF8,#83B2CB,#70A6C7,Cornell plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cornell plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
150,Harvard,Harvard,-0.415694529017681,1.52060618449231,1.10491165547463,14.0934502211499,-57.4188152705011,177,136,65.20261515,354,148,360,142,0.521739130434783,0.478260869565217,0.0434782608695652,12,11,13,10,#FAFCFD,#FFF6EC,#FFFCF8,#FFC9B9,#93B7C3,Harvard performs at a similar level against both good and bad teams.,Harvard plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
151,Towson,Towson,-2.43192508394205,3.52932348449693,1.09739840055488,-9.85457510320674,-4.36058990553091,225,93,65.77658295,335,149,49,146,0.56,0.52,0.04,14,13,12,13,#E6EFF7,#FFEBD3,#FFFCF8,#D4E7DA,#E8E3BC,Towson performs at a similar level against both good and bad teams.,Towson performs at a similar level regardless of the pace of the game.
152,Navy,Navy 📈,-1.85420095760411,2.87809578079826,1.02389482319415,-44.3406260031714,-12.0402226055017,212,103,67.2815804,268,150,131,157,0.76,0.28,0.48,19,7,19,6,#ECF3F9,#FFEFDB,#FFFCF8,#6390BE,#DBDDBD,Navy plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Navy performs at a similar level regardless of the pace of the game.
153,Northern Colorado,Northern Colorado,3.08102175013101,-2.21262452910998,0.868397221021031,54.8835242627187,6.4676177371271,114,221,69.6923505,129,151,321,164,0.375,0.416666666666667,-0.0416666666666667,9,10,14,10,#FFEFDC,#E6EFF7,#FFFCF9,#C63558,#F0DFB5,Northern Colorado plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Northern Colorado performs at a similar level regardless of the pace of the game.
154,Temple,Temple,2.21920711351788,-1.50758768941347,0.711619424104404,-4.71374743267644,-6.89805434497668,125,201,66.9777059,290,152,210,131,0.5,0.416666666666667,0.0833333333333333,12,10,14,10,#FFF4E6,#EEF4FA,#FFFDFA,#EAF3DD,#E3E1BC,Temple performs at a similar level against both good and bad teams.,Temple performs at a similar level regardless of the pace of the game.
155,Appalachian State,Appalachian State 📈,-3.42667053694203,4.09882625624481,0.672155719302782,42.2075759149894,-7.94504235330598,245,80,64.53879785,364,153,301,220,0.653846153846154,0.5,0.153846153846154,17,13,16,10,#DCE9F5,#FFE8CC,#FFFDFB,#E46072,#E2E0BD,Appalachian State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Appalachian State performs at a similar level regardless of the pace of the game.
156,Texas-Rio Grande Valley,Texas-Rio Grande Valley 🔥,-0.0691098643145429,0.661465736246072,0.592355871931529,19.6717641756458,18.2939878781328,166,155,68.638699535,190,154,359,178,0.4,0.68,-0.28,10,17,13,12,#FEFEFE,#FFFBF6,#FFFDFB,#FFB4A9,#F2D1A8,Texas-Rio Grande Valley plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas-Rio Grande Valley performs at a similar level regardless of the pace of the game.
157,Furman,Furman,-0.310982367392357,0.85430825555048,0.543325888158123,-2.78006645501718,19.9386797375278,173,149,67.62328405,250,155,332,156,0.458333333333333,0.25,0.208333333333333,11,6,14,10,#FBFDFE,#FFFAF4,#FFFDFB,#F2F8DE,#F3D0A6,Furman performs at a similar level against both good and bad teams.,Furman performs at a similar level regardless of the pace of the game.
158,Georgia Tech,Georgia Tech 🥶,-0.403016753451033,0.941493462568287,0.538476709117254,50.4377914094021,60.5608392214207,176,148,71.08864055,53,160,336,107,0.5,0.307692307692308,0.192307692307692,13,8,11,15,#FAFCFD,#FFF9F3,#FFFDFB,#D44360,#FBA17B,Georgia Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgia Tech plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
