rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
94,Yale,Yale,3.86940625477497,4.31256284429388,8.18196909906885,-8.57993825880347,0.633857663461124,103,85,66.3588509095083,315,262,0.645161290322581,0.387096774193548,0.258064516129032,20,12,21,10,#FFECD4,#FFE5C6,#FFE7CA,#C3DED8,#EFE6BB,Yale performs at a similar level against both good and bad teams.,Yale performs at a similar level regardless of the pace of the game.
95,McNeese State,McNeese State,5.42743181478084,2.33841014806869,7.76584196284953,-11.3593287496465,21.4950297442493,80,120,66.6294126675773,307,226,0.8,0.266666666666667,0.533333333333333,24,8,26,4,#FFE4C3,#FFF1E0,#FFE9CD,#B0D3D5,#F3CAA2,McNeese State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,McNeese State performs at a similar level regardless of the pace of the game.
96,Saint Bonaventure,Saint Bonaventure,5.86599216899114,1.80338648977405,7.66937865876519,10.7808423967149,41.7473707081503,73,129,66.4752994352592,311,171,0.424242424242424,0.333333333333333,0.0909090909090909,14,11,20,13,#FFE2BE,#FFF4E7,#FFE9CE,#FFD8C4,#F8B089,Saint Bonaventure performs at a similar level against both good and bad teams.,Saint Bonaventure plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
97,Richmond,Richmond,1.2326750453085,6.39976238563433,7.63243743094283,-6.49803670642956,8.78537178075011,149,45,68.0687696576254,219,122,0.575757575757576,0.333333333333333,0.242424242424242,19,11,23,10,#FFF9F1,#FFD9AA,#FFE9CE,#D1E6DA,#F1DBB1,Richmond performs at a similar level against both good and bad teams.,Richmond performs at a similar level regardless of the pace of the game.
98,Vermont,Vermont,1.24132057545829,6.35057966708598,7.59190024254426,20.1207293687001,27.7932142409709,148,46,64.712736755064,351,248,0.484848484848485,0.333333333333333,0.151515151515152,16,11,26,7,#FFF9F1,#FFDAAB,#FFE9CE,#FFB8AB,#F5C29A,Vermont plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Vermont plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
99,Stanford,Stanford,4.63239643997868,2.81537879433835,7.44777523431703,49.4223961965211,23.1335751811622,93,110,70.8361707554904,55,93,0.46875,0.4375,0.03125,15,14,14,18,#FFE8CC,#FFEEDA,#FFEACF,#DF5168,#F4C8A0,Stanford plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stanford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
100,Saint Joseph's,Saint Joseph's,4.85466555588953,2.36189346706357,7.21655902295309,2.87200773570723,-17.0265235243675,90,119,68.9770573186481,148,111,0.714285714285714,0.4,0.314285714285714,25,14,21,14,#FFE7CA,#FFF1DF,#FFEAD1,#FFF4D8,#CED6BE,Saint Joseph's performs at a similar level against both good and bad teams.,Saint Joseph's performs at a similar level regardless of the pace of the game.
101,Massachusetts,Massachusetts,4.85119006116257,2.31581675247354,7.16700681363611,55.9880475824965,19.7021881116481,91,121,69.3688173254892,123,144,0.4,0.3,0.1,12,9,20,11,#FFE7CA,#FFF1E0,#FFEAD1,#CE3D5C,#F3CDA4,Massachusetts plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Massachusetts performs at a similar level regardless of the pace of the game.
102,Samford,Samford,6.03227162296355,1.10440886449876,7.13668048746231,-21.2563474124429,-7.77684486342668,71,140,73.5465070109275,8,112,0.8125,0.3125,0.5,26,10,27,6,#FFE1BD,#FFF8F0,#FFEAD1,#7CABC8,#E0DFBD,Samford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Samford performs at a similar level regardless of the pace of the game.
103,Louisiana Tech,Louisiana Tech,2.43255102051039,4.67199024066964,7.10454126118004,-2.79855965270801,-14.8154255500447,126,80,66.9821462427739,284,341,0.413793103448276,0.172413793103448,0.241379310344828,12,5,19,10,#FFF3E4,#FFE3C1,#FFEBD1,#EBF4DD,#D3D8BE,Louisiana Tech performs at a similar level against both good and bad teams.,Louisiana Tech performs at a similar level regardless of the pace of the game.
104,Cornell,Cornell,6.78107501851391,0.00642963277913073,6.78750465129304,38.5641255992273,18.9840421912835,54,167,72.3030232856477,25,252,0.607142857142857,0.321428571428571,0.285714285714286,17,9,20,8,#FFDEB4,#FFFEFE,#FFEBD3,#ED7780,#F3CEA5,Cornell plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cornell performs at a similar level regardless of the pace of the game.
105,Syracuse,Syracuse,3.65119450527488,3.12119041173838,6.77238491701326,26.8320279239522,-45.085602023359,106,107,71.7860760241871,32,42,0.483870967741935,0.451612903225806,0.0322580645161291,15,14,19,12,#FFEDD7,#FFECD6,#FFEBD3,#FDA09B,#99BBC3,Syracuse plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Syracuse plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
106,UAB,UAB,6.41427356634274,0.0699232910364789,6.48419685737921,65.0443850178248,8.89480422131925,64,166,68.9769217810485,149,323,0.617647058823529,0.529411764705882,0.0882352941176471,21,18,22,12,#FFE0B9,#FFFEFE,#FFECD5,#B4224D,#F1DBB1,UAB plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UAB performs at a similar level regardless of the pace of the game.
107,Hofstra,Hofstra,4.09933465834351,1.89501570489702,5.99435036324053,-8.29870322490858,-20.4681779833397,99,126,66.6585669892124,305,129,0.483870967741935,0.483870967741935,0,15,15,19,13,#FFEBD2,#FFF4E6,#FFEED8,#C5DFD8,#C8D3BF,Hofstra performs at a similar level against both good and bad teams.,Hofstra performs at a similar level regardless of the pace of the game.
108,Seattle,Seattle,0.184892202509121,5.57086548187151,5.75575768438063,27.4255356712239,1.6098261244305,171,64,67.8032004895258,240,110,0.555555555555556,0.305555555555556,0.25,20,11,22,14,#FFFEFC,#FFDEB5,#FFEEDA,#FC9E99,#EFE4BA,Seattle plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Seattle performs at a similar level regardless of the pace of the game.
109,Akron,Akron,1.35572383684695,3.90201693243937,5.25774076928631,12.4450864485073,15.2291621324819,147,91,67.2220110340285,272,119,0.46875,0.34375,0.125,15,11,22,11,#FFF8F0,#FFE8CB,#FFF0DD,#FFD3BF,#F2D2A9,Akron performs at a similar level against both good and bad teams.,Akron performs at a similar level regardless of the pace of the game.
110,Oklahoma State,Oklahoma State,3.16425250394416,2.04062164753583,5.20487415147999,-14.4925889331573,12.8035351691661,114,123,67.7652401959251,241,197,0.4375,0.5,-0.0625,14,16,12,20,#FFEFDC,#FFF3E4,#FFF0DD,#9AC8D2,#F1D6AC,Oklahoma State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oklahoma State performs at a similar level regardless of the pace of the game.
111,George Mason,George Mason,1.52871775586316,3.40309493163212,4.93181268749528,-0.0482486432509762,-27.9757682527563,141,101,65.5862155443763,338,82,0.483870967741935,0.354838709677419,0.129032258064516,15,11,19,12,#FFF7EE,#FFEBD2,#FFF1DF,#FEFEDF,#BACBC0,George Mason performs at a similar level against both good and bad teams.,George Mason plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
112,Santa Clara,Santa Clara,3.4166939054664,1.49516125284631,4.91185515831271,-0.660199879282795,68.821278530271,110,135,69.7643885403285,101,270,0.419354838709677,0.483870967741935,-0.0645161290322581,13,15,19,13,#FFEED9,#FFF6EB,#FFF1DF,#FAFCDF,#FE926E,Santa Clara performs at a similar level against both good and bad teams.,Santa Clara plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
113,UNC Wilmington,UNC Wilmington,6.09400340069235,-1.5454420466354,4.54856135405694,14.5288194797642,25.5217805952705,70,208,66.4918420960288,310,319,0.259259259259259,0.259259259259259,0,7,7,18,10,#FFE1BC,#EAF2F9,#FFF2E2,#FFCBBA,#F4C59D,UNC Wilmington performs at a similar level against both good and bad teams.,UNC Wilmington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
114,Toledo,Toledo,6.48427516597477,-2.02659674690032,4.45767841907444,24.5028542702029,41.7329312189098,62,219,70.7842633142324,59,304,0.5625,0.3125,0.25,18,10,20,12,#FFDFB8,#E4EEF7,#FFF2E2,#FFA8A0,#F8B089,Toledo plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Toledo plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
115,Missouri,Missouri,4.39382731218338,-0.00163041294566364,4.39219689923772,-20.1334973775816,-9.02462510318896,95,168,67.9778115415429,229,335,0.53125,0.65625,-0.125,17,21,8,24,#FFE9CF,#FEFEFE,#FFF2E3,#81B0CA,#DDDEBD,Missouri plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Missouri performs at a similar level regardless of the pace of the game.
116,High Point,High Point,8.14224241292073,-3.89900767289679,4.24323474002394,42.7532871154855,0.147090387285748,37,262,69.2120209642239,134,221,0.303030303030303,0.333333333333333,-0.0303030303030303,10,11,25,9,#FFD7A6,#CBDEF0,#FFF3E3,#E86877,#EFE6BB,High Point plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,High Point performs at a similar level regardless of the pace of the game.
117,Morehead State,Morehead State,1.79229490733055,2.40787964917015,4.2001745565007,-19.4080518285725,-44.6370919976014,135,117,65.9206373250933,327,267,0.387096774193548,0.354838709677419,0.032258064516129,12,11,22,9,#FFF6EB,#FFF1DF,#FFF3E4,#84B3CB,#9ABBC3,Morehead State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Morehead State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
118,Ohio,Ohio,3.18737573625466,0.772354458508929,3.95973019476359,-10.7766261241331,-8.53962978735493,112,147,68.6708929883449,173,212,0.6875,0.375,0.3125,22,12,19,13,#FFEFDC,#FFFAF4,#FFF3E5,#B4D6D6,#DEDEBD,Ohio plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ohio performs at a similar level regardless of the pace of the game.
119,Colgate,Colgate,1.37385485101071,2.49756087716256,3.87141572817327,-33.6051399783191,0.481066117980974,146,114,67.1639240772921,274,195,0.676470588235294,0.382352941176471,0.294117647058824,23,13,24,10,#FFF8F0,#FFF0DE,#FFF4E6,#4877B4,#EFE6BB,Colgate plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Colgate performs at a similar level regardless of the pace of the game.
120,Arizona State,Arizona State,-1.15229001699337,4.98723685155174,3.83494683455837,-10.2548791789469,4.30281426422785,201,75,70.1416025467977,85,31,0.387096774193548,0.612903225806452,-0.225806451612903,12,19,14,18,#F4F8FB,#FFE2BD,#FFF4E6,#B7D8D6,#EFE1B6,Arizona State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arizona State performs at a similar level regardless of the pace of the game.
121,Western Kentucky,Western Kentucky,0.00841065300447596,3.81456885135657,3.82297950436105,-0.972535119723483,-0.0789455492071172,173,95,75.6868325313166,1,206,0.67741935483871,0.419354838709677,0.258064516129032,21,13,19,12,#FFFEFE,#FFE8CC,#FFF4E6,#F8FBDF,#EEE6BC,Western Kentucky performs at a similar level against both good and bad teams.,Western Kentucky performs at a similar level regardless of the pace of the game.
122,UT Arlington,UT Arlington,2.50825072129824,1.14533007172908,3.65358079302732,-16.4999507227356,-29.6903061994079,125,139,71.564086931903,37,280,0.40625,0.625,-0.21875,13,20,18,14,#FFF2E3,#FFF8EF,#FFF4E7,#8FC0D0,#B7CAC0,UT Arlington plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UT Arlington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
123,Youngstown State,Youngstown State,3.85419981237242,-0.246742721012685,3.60745709135973,-0.485467676204723,-17.4745925751098,104,178,69.3161592370919,128,311,0.928571428571429,0.5,0.428571428571429,26,14,18,10,#FFECD4,#FBFCFE,#FFF4E8,#FBFDDF,#CED6BE,Youngstown State performs at a similar level against both good and bad teams.,Youngstown State performs at a similar level regardless of the pace of the game.
124,Belmont,Belmont,2.08146816019948,1.45539609940232,3.5368642596018,-23.7050836536945,-26.461072063516,130,138,72.1242590724947,26,126,0.625,0.46875,0.15625,20,15,19,13,#FFF4E8,#FFF6EB,#FFF5E8,#73A1C4,#BDCDC0,Belmont plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Belmont plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
125,Arkansas State,Arkansas State,6.57577216077556,-3.18854168772031,3.38723047305525,15.8878336406697,-54.7003036754646,61,246,69.0655581939377,144,62,0.388888888888889,0.527777777777778,-0.138888888888889,14,19,20,17,#FFDFB7,#D4E4F2,#FFF5E9,#FFC6B6,#87B2C4,Arkansas State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Arkansas State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
126,California,California,1.84878599405112,1.48591480832535,3.33470080237648,56.9687588366892,-44.8364284911035,134,136,69.1560588721361,137,107,0.46875,0.4375,0.03125,15,14,13,19,#FFF6EA,#FFF6EB,#FFF5E9,#CB3A5A,#9ABBC3,California plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,California plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
127,Drexel,Drexel,1.60989871637361,1.63997768760851,3.24987640398211,-9.62418725266737,-29.6628196602825,139,132,65.8889764205757,330,36,0.482758620689655,0.344827586206897,0.137931034482759,14,10,19,12,#FFF7ED,#FFF5E9,#FFF5EA,#BCDAD7,#B7CAC0,Drexel plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Drexel plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
128,Liberty,Liberty,2.95321060415237,0.291823174723187,3.24503377887556,-35.0381016080937,13.2623503091077,117,154,65.8864694299707,331,21,0.620689655172414,0.620689655172414,0,18,18,15,14,#FFF0DE,#FFFDFB,#FFF5EA,#4071B2,#F2D5AB,Liberty plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Liberty performs at a similar level regardless of the pace of the game.
129,Charlotte,Charlotte,1.16547107857334,2.01890741227738,3.18437849085072,-5.59721034858097,1.54721440479851,151,124,64.3033500479744,355,88,0.433333333333333,0.366666666666667,0.0666666666666667,13,11,18,12,#FFF9F2,#FFF3E4,#FFF6EA,#D8E9DA,#EFE4BA,Charlotte performs at a similar level against both good and bad teams.,Charlotte performs at a similar level regardless of the pace of the game.
130,Northern Iowa,Northern Iowa,1.45185692377677,1.5740944265429,3.02595135031967,12.8289977407173,36.9689867263047,143,133,67.9176093417995,234,268,0.419354838709677,0.419354838709677,0,13,13,18,14,#FFF7EF,#FFF5EA,#FFF6EB,#FFD1BE,#F7B68F,Northern Iowa performs at a similar level against both good and bad teams.,Northern Iowa plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
131,Troy,Troy,0.549637917694165,2.41214373117051,2.96178164886468,-13.4934065385693,1.32516960405642,164,116,70.6181309545949,67,96,0.413793103448276,0.206896551724138,0.206896551724138,12,6,17,12,#FFFCF9,#FFF0DF,#FFF6EC,#A1CBD3,#EFE5BA,Troy plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Troy performs at a similar level regardless of the pace of the game.
132,Western Carolina,Western Carolina,1.02295656351561,1.8837481043667,2.90670466788231,-22.9538024419587,3.72947632651089,154,127,68.3481342204087,204,243,0.517241379310345,0.206896551724138,0.310344827586207,15,6,19,10,#FFFAF3,#FFF4E6,#FFF6EC,#76A4C6,#EFE2B7,Western Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Western Carolina performs at a similar level regardless of the pace of the game.
133,Michigan,Michigan,3.15327278562186,-0.288585827550398,2.86468695807146,9.69934597803927,36.9319843223606,115,179,68.5539958541532,185,72,0.28125,0.6875,-0.40625,9,22,8,24,#FFEFDC,#FBFCFD,#FFF6EC,#FFDCC6,#F7B68F,Michigan performs at a similar level against both good and bad teams.,Michigan plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
134,Tulane,Tulane,4.32678048225699,-1.54899341159998,2.77778707065701,-16.0530746131846,20.4615490633084,96,210,73.1744589085821,14,86,0.6,0.3,0.3,18,9,13,17,#FFEACF,#EAF2F9,#FFF7ED,#91C1D1,#F3CCA3,Tulane plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tulane performs at a similar level regardless of the pace of the game.
135,South Dakota State,South Dakota State,2.84950735201729,-0.083088788083455,2.76641856393383,5.77707768580602,-73.2489415223768,120,170,68.8358502240247,160,166,0.7,0.366666666666667,0.333333333333333,21,11,19,13,#FFF1DF,#FDFEFE,#FFF7ED,#FFEAD1,#70A6C7,South Dakota State performs at a similar level against both good and bad teams.,South Dakota State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
136,Davidson,Davidson,-0.94442963314598,3.57388966974739,2.62946003660141,-10.431329523704,-5.97206776817176,195,98,67.0586138277685,280,264,0.4,0.5,-0.1,12,15,13,17,#F6F9FC,#FFEAD0,#FFF7EE,#B6D7D6,#E3E1BC,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson performs at a similar level regardless of the pace of the game.
137,Towson,Towson,-1.46795142674405,4.07972845413025,2.6117770273862,-21.434549724034,31.6297520276286,209,88,63.7209236633795,358,176,0.4375,0.21875,0.21875,14,7,19,14,#F1F6FB,#FFE7C9,#FFF7EE,#7CAAC8,#F6BD95,Towson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Towson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
138,Sam Houston State,Sam Houston State,-0.634443678843603,3.18808126097185,2.55363758212824,-5.78076776578858,-44.5775152237566,188,104,69.1632474620262,136,154,0.516129032258065,0.258064516129032,0.258064516129032,16,8,19,12,#F9FBFD,#FFECD5,#FFF7EE,#D6E9DA,#9ABBC3,Sam Houston State performs at a similar level against both good and bad teams.,Sam Houston State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
139,UMass Lowell,UMass Lowell,1.0484639331129,1.50055610046046,2.54902003357336,38.962953496388,32.6753900294405,153,134,70.754108050593,62,334,0.620689655172414,0.413793103448276,0.206896551724138,18,12,19,10,#FFF9F3,#FFF6EB,#FFF7EE,#ED767F,#F6BC94,UMass Lowell plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UMass Lowell plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
140,Notre Dame,Notre Dame,-3.28006440836156,5.77025089224323,2.49018648388167,21.2777882966284,6.22152515556279,242,59,65.8610266871002,333,225,0.34375,0.59375,-0.25,11,19,13,20,#E0ECF6,#FFDDB3,#FFF7EF,#FFB3A8,#F0DEB4,Notre Dame plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Notre Dame performs at a similar level regardless of the pace of the game.
141,Oakland,Oakland,2.95580198498867,-0.472788939873001,2.48301304511567,-9.50169618938004,-18.8174779456325,116,184,67.5985021181045,252,294,0.666666666666667,0.444444444444444,0.222222222222222,24,16,24,12,#FFF0DE,#F8FBFD,#FFF8EF,#BDDBD7,#CBD4BF,Oakland plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oakland performs at a similar level regardless of the pace of the game.
142,Furman,Furman,3.60986911641618,-1.37559757909315,2.23427153732303,10.8014188586722,9.85327185364963,107,204,69.9190519353798,95,80,0.310344827586207,0.379310344827586,-0.0689655172413793,9,11,15,15,#FFEDD7,#ECF3F9,#FFF8F0,#FFD8C4,#F1DAB0,Furman performs at a similar level against both good and bad teams.,Furman performs at a similar level regardless of the pace of the game.
143,Tarleton State,Tarleton State,2.41095322661114,-0.216362794244203,2.19459043236694,6.35064618976432,0.89891353511414,127,177,67.5293927734423,255,161,0.5,0.53125,-0.03125,16,17,22,10,#FFF3E4,#FCFDFE,#FFF8F1,#FFE8CF,#EFE5BA,Tarleton State performs at a similar level against both good and bad teams.,Tarleton State performs at a similar level regardless of the pace of the game.
144,Eastern Washington,Eastern Washington,6.36293014792111,-4.22103198062767,2.14189816729344,-0.263225069022265,-6.86142630011671,65,270,70.924670741218,53,169,0.5,0.433333333333333,0.0666666666666667,15,13,19,11,#FFE0B9,#C6DCEE,#FFF8F1,#FDFEDF,#E2E0BD,Eastern Washington performs at a similar level against both good and bad teams.,Eastern Washington performs at a similar level regardless of the pace of the game.
145,Southern Illinois,Southern Illinois,1.09710411972582,1.01397132514223,2.11107544486805,-24.9966026532795,17.5722344463822,152,141,65.675120054371,337,114,0.419354838709677,0.258064516129032,0.161290322580645,13,8,18,13,#FFF9F3,#FFF9F1,#FFF9F1,#6E9BC2,#F3CFA6,Southern Illinois plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Southern Illinois performs at a similar level regardless of the pace of the game.
146,St. Thomas (MN),St. Thomas (MN),1.52983306404103,0.242179976945747,1.77201304098678,45.9825669786437,-4.93923564171591,140,159,64.5737837673241,352,78,0.862068965517241,0.344827586206897,0.517241379310345,25,10,17,13,#FFF7EE,#FFFDFB,#FFFAF3,#E35D70,#E5E2BC,St. Thomas (MN) plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,St. Thomas (MN) performs at a similar level regardless of the pace of the game.
147,Weber State,Weber State,2.34111266806353,-0.706872415391336,1.63424025267219,66.8276968863958,33.0715171188565,129,189,66.7066778071948,301,27,0.571428571428571,0.75,-0.178571428571429,16,21,17,12,#FFF3E5,#F5F9FC,#FFFAF4,#AF1C4A,#F6BB94,Weber State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Weber State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
148,Georgia Tech,Georgia Tech,1.4027103420775,0.178876637731596,1.5815869798091,61.5935563079563,18.6438741519523,145,162,68.5088575599232,186,256,0.344827586206897,0.793103448275862,-0.448275862068966,10,23,14,18,#FFF8EF,#FFFDFC,#FFFAF4,#BE2C53,#F3CEA5,Georgia Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgia Tech performs at a similar level regardless of the pace of the game.
149,Wichita State,Wichita State,-0.354309436074094,1.84065474490119,1.48634530882709,8.48715340608311,15.3361153990826,183,128,68.9494988115609,153,120,0.4375,0.53125,-0.09375,14,17,14,19,#FBFCFE,#FFF4E6,#FFFAF5,#FFE1CA,#F2D2A9,Wichita State performs at a similar level against both good and bad teams.,Wichita State performs at a similar level regardless of the pace of the game.
150,UC San Diego,UC San Diego,3.44637841754338,-2.14633167641461,1.30004674112877,22.4126868523056,30.4528945811011,109,223,66.8279813102665,290,277,0.870967741935484,0.258064516129032,0.612903225806452,27,8,19,12,#FFEED9,#E2EDF6,#FFFBF6,#FFAFA6,#F6BE97,UC San Diego plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC San Diego plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
151,Wright State,Wright State,7.95399604813986,-6.68883107316258,1.26516497497728,-2.26865240122506,42.0175387138666,44,329,72.3847614878731,23,332,0.533333333333333,0.4,0.133333333333333,16,12,16,14,#FFD8A8,#A6C8E5,#FFFBF6,#EFF6DD,#F8AF89,Wright State performs at a similar level against both good and bad teams.,Wright State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
152,West Virginia,West Virginia,2.82636611086355,-1.73710305360242,1.08926305726113,25.5043768914292,9.60977468189451,122,216,69.0995891473334,139,51,0.34375,0.375,-0.03125,11,12,9,23,#FFF1E0,#E7F0F8,#FFFBF8,#FFA59E,#F1DAB0,West Virginia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,West Virginia performs at a similar level regardless of the pace of the game.
153,UNC Greensboro,UNC Greensboro,1.85228143661566,-0.765106870440365,1.0871745661753,-16.125884072231,4.71796772809311,133,193,66.0437443883929,324,196,0.466666666666667,0.366666666666667,0.1,14,11,19,11,#FFF6EA,#F4F8FC,#FFFBF8,#90C1D1,#F0E0B6,UNC Greensboro plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UNC Greensboro performs at a similar level regardless of the pace of the game.
154,Long Beach State,Long Beach State,1.20360560341378,-0.452050428216285,0.751555175197495,46.7813989729247,-41.9035012558791,150,183,72.4176258921908,22,313,0.529411764705882,0.382352941176471,0.147058823529412,18,13,19,15,#FFF9F1,#F8FBFD,#FFFCFA,#E25A6E,#9FBEC2,Long Beach State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Long Beach State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
155,Kent State,Kent State,0.834992075798815,-0.135895750571055,0.69909632522776,-24.8382847985996,-6.65276382935419,159,174,67.5489024172578,253,135,0.387096774193548,0.387096774193548,0,12,12,15,17,#FFFAF5,#FDFDFE,#FFFDFA,#6E9CC3,#E2E0BD,Kent State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Kent State performs at a similar level regardless of the pace of the game.
156,Fort Wayne,Fort Wayne,-1.01403225797694,1.66117020304517,0.647137945068236,5.50830099333035,-10.7572975959053,198,131,71.3995625298574,42,321,0.794117647058823,0.470588235294118,0.323529411764706,27,16,21,13,#F5F9FC,#FFF5E9,#FFFDFA,#FFEBD1,#DADCBD,Fort Wayne performs at a similar level against both good and bad teams.,Fort Wayne performs at a similar level regardless of the pace of the game.
157,Louisiana-Lafayette,Louisiana-Lafayette,-0.291006779752091,0.926178465464359,0.635171685712268,1.34795611099074,-8.03029832369423,181,143,69.4446658142794,118,115,0.366666666666667,0.466666666666667,-0.1,11,14,17,14,#FCFDFE,#FFF9F2,#FFFDFA,#FFFADC,#DFDFBD,Louisiana-Lafayette performs at a similar level against both good and bad teams.,Louisiana-Lafayette performs at a similar level regardless of the pace of the game.
